,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
66,N/A,N/A,bxp,N/A,N/A,N/A,N/A,N/A,157.71,13.32,4.63,2.26,35.82,33.89,2.73,13520000000.0,18.44,13520000000.0,25510000000.0,28.49,27.39,8.77,11.10,8.77,1840000000.0,13520000000.0,N/A,6.53,61.20,12.90,1690000000.0,10.87,13480000000.0,5.56,38.44,1170000000.0,13520000000.0,0.14,98.97,N/A,2.54,2.63,2890000.0,N/A
67,N/A,N/A,c,N/A,N/A,N/A,N/A,N/A,83.41,8.96,1.45,0.62,23.24,27.56,0.65,108150000000.0,27.64,108150000000.0,8.96,8.50,2.02,1.74,1.74,1.74,66069999999.99999,108150000000.0,N/A,5.86,72.60,27.80,940740000000.0,451.88,599250000000.0,83.41,83.41,5710000000.0,108150000000.0,0.25,81.98,N/A,0.89,0.82,20400000.0,N/A
68,N/A,N/A,cag,N/A,N/A,N/A,N/A,N/A,125.75,22.24,1.69,2.37,7.60,16.41,5.09,18680000000.0,22.68,18680000000.0,28080000000.0,16.64,2.50,2.54,15.19,2.54,3100000000.0,18680000000.0,N/A,1.72,59.20,25.80,553300000.0,1.14,125.75,0.88,16.17,1840000000.0,18680000000.0,0.32,88.03,N/A,3.22,1.96,7700000.0,N/A
69,N/A,N/A,cah,N/A,N/A,N/A,N/A,N/A,403.80,10.42,0.10,8.28,2.42,1.16,2.72,14820000000.0,521.92,14820000000.0,18820000000.0,9.23,4.94,0.12,7.18,0.12,6870000000.0,14820000000.0,N/A,12.61,238.10,1.80,2770000000.0,9.48,7240000000.0,1.10,6.11,1960000000.0,14820000000.0,0.16,91.51,N/A,1.88,1.65,5100000.0,N/A
70,N/A,N/A,camp,N/A,N/A,N/A,N/A,N/A,187.94,320.00,0.83,2.42,23.80,4.67,1.84,302750000.0,10.56,302750000.0,427980000.0,37.88,3.16,1.20,37.34,1.20,143300000.0,302750000.0,N/A,2.52,104070000.0,9.90,104070000.0,3.03,235290000.0,2.33,3.64,23040000.0,302750000.0,3.97,75.67,N/A,6.07,5.30,1730000.0,N/A
71,N/A,N/A,cat,N/A,N/A,N/A,N/A,N/A,280.53,19.93,1.78,5.89,8.90,13.20,4.93,80830000000.0,84.78,80830000000.0,110670000000.0,20.41,5.90,2.38,12.97,2.38,14460000000.0,80830000000.0,N/A,7.49,71.70,30.70,8029999999.999999,14.83,38650000000.0,1.50,25.36,5720000000.0,80830000000.0,0.19,70.02,N/A,1.99,1.15,6890000.0,N/A
72,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,34.76,26.27,1.66,1.04,6.34,8.66,1.05,56800000000.0,76.13,56800000000.0,71910000000.0,11.49,1.42,2.09,0.65,2.09,8720000000.0,56800000000.0,N/A,4.82,5560000000.0,5.90,5560000000.0,12.32,19040000000.0,0.35,121.32,7330000000.0,56800000000.0,0.53,90.40,N/A,1.73,0.63,3140000.0,N/A
73,N/A,N/A,cbs,N/A,N/A,N/A,N/A,N/A,N/A,13.05,0.66,1.26,5400000000.0,5400000000.0,5400000000.0,17580000000.0,5400000000.0,17580000000.0,37180000000.0,6.16,0.81,1.40,10.44,1.40,5400000000.0,17580000000.0,N/A,N/A,N/A,5400000000.0,N/A,N/A,N/A,N/A,N/A,N/A,17580000000.0,0.72,0.72,N/A,0.72,0.72,0.72,N/A
74,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,275.14,92.51,11.68,6.88,14.51,27.37,2.50,67550000000.0,13.85,67550000000.0,92080000000.0,68.03,3.21,15.96,29.49,15.96,3780000000.0,67550000000.0,N/A,1.74,7.40,0.50,2510000000.0,5.99,27040000000.0,1.75,23.56,2880000000.0,67550000000.0,0.43,93.22,N/A,3.03,1.68,10510000.0,N/A
75,N/A,N/A,ccl,N/A,N/A,N/A,N/A,N/A,106.82,5.99,0.69,0.70,17.53,2.56,0.57,14650000000.0,24.24,14650000000.0,30020000000.0,33.33,0.69,1.78,98.11,1.78,7920000000.0,14650000000.0,N/A,4.25,6880000000.0,84.70,6880000000.0,9.08,22260000000.0,0.69,27.49,3930000000.0,14650000000.0,15.44,76.12,N/A,2.52,19.10,121780000.0,N/A
76,N/A,N/A,cern,N/A,N/A,N/A,N/A,N/A,37.74,44.20,4.09,5.58,9.23,12.68,6.29,22410000000.0,18.07,22410000000.0,23300000000.0,25.71,1.89,4.15,17.13,4.15,4620000000.0,22410000000.0,N/A,1.66,6.10,7.00,441020000.0,1.44,1520000000.0,2.04,13.16,1330000000.0,22410000000.0,3.63,86.01,N/A,9.04,5.77,15930000.0,N/A
77,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,76.08,18.89,1.70,2.47,8.87,18.37,3.95,7110000000.0,19.67,7110000000.0,10790000000.0,23.47,1.56,2.53,6.41,2.53,1170000000.0,7110000000.0,N/A,1.74,32.90,19.80,2.63,2.63,4240000000.0,1.85,13.43,1530000000.0,7110000000.0,0.47,97.41,N/A,1.93,3.41,5630000.0,N/A
78,N/A,N/A,chk,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0.01,0.04,2800000000.0,2800000000.0,2800000000.0,45970000.0,2800000000.0,45970000.0,3520000000.0,6.26,0.01,0.50,0.54,0.50,2800000000.0,45970000.0,N/A,N/A,N/A,2800000000.0,N/A,N/A,N/A,N/A,N/A,N/A,45970000.0,2800000000.0,2800000000.0,N/A,2800000000.0,2800000000.0,2800000000.0,N/A
79,N/A,N/A,chrw,N/A,N/A,N/A,N/A,N/A,84.37,28.58,0.89,7.78,3.10,4.22,8.36,13250000000.0,111.05,13250000000.0,14330000000.0,29.33,3.70,0.95,19.44,0.95,1290000000.0,13250000000.0,N/A,3.44,14.90,7.20,362240000.0,2.69,1440000000.0,1.56,12.65,884540000.0,13250000000.0,0.87,98.82,N/A,10.4,14.29,15460000.0,N/A
80,N/A,N/A,ci,N/A,N/A,N/A,N/A,N/A,78.40,12.90,0.44,1.41,3.40,5.94,3.66,66590000000.0,416.74,66590000000.0,95930000000.0,8.85,0.77,0.62,0.67,0.62,25260000000.0,66590000000.0,N/A,14.04,24.60,1.20,8380000000.000001,22.81,37160000000.0,0.83,128.64,10410000000.0,66590000000.0,1.45,92.71,N/A,1.79,0.96,3180000.0,N/A
81,N/A,N/A,cim,N/A,N/A,N/A,N/A,N/A,432.00,11.49,145.93,0.62,34.34,80.05,0.82,2100000000.0,2.89,2100000000.0,11.49,6.08,145.93,121.31,0.89,121.31,850510000.0,2100000000.0,N/A,1.38,302550000.0,850510000.0,302550000.0,1.3,14670000000.0,2.04,14.64,230200000.0,2100000000.0,1.50,50.69,N/A,3.14,4.35,7990000.0,N/A
82,N/A,N/A,cinf,N/A,N/A,N/A,N/A,N/A,10.44,24.53,2.06,1.42,8.61,10.79,1.75,13140000000.0,39.82,13140000000.0,13400000000.0,21.74,2.06,2.07,0.57,2.07,2630000000.0,13140000000.0,N/A,3.42,112.40,41.90,4.39,4.39,10.44,1.15,57.58,1350000000.0,13140000000.0,6.57,64.91,N/A,4.29,3.53,4410000.0,N/A
83,N/A,N/A,cl,N/A,N/A,N/A,N/A,N/A,010.93,26.58,4.28,254.24,16.13,23.15,16.30,68140000000.0,18.59,68140000000.0,74530000000.0,25.32,4.11,4.68,17.95,4.68,9340000000.0,68140000000.0,N/A,2.99,8.40,0.80,1020000000.0,1.19,7400000000.0,0.92,0.31,3680000000.0,68140000000.0,0.24,80.93,N/A,2.86,1.18,11090000.0,N/A
84,N/A,N/A,cldx,N/A,N/A,N/A,N/A,N/A,1.27,50.51,50.51,2.05,0.00,188.22,16.18,487910000.0,0.25,487910000.0,284030000.0,50.51,50.51,64.58,5.97,64.58,39100000.0,487910000.0,N/A,2.56,206920000.0,67.00,206920000.0,5.29,3040000.0,19.28,6.10,45470000.0,487910000.0,0.19,23.25,N/A,1.84,3.07,0.00,N/A
85,N/A,N/A,clf,N/A,N/A,N/A,N/A,N/A,415.23,109.67,0.81,3.31,0.86,6.80,1.82,2630000000.0,8.21,2630000000.0,7200000000.0,14.56,0.81,2.83,31.73,2.83,575700000.0,2630000000.0,N/A,0.07,73700000.0,47.00,73700000.0,0.19,4640000000.0,2.55,1.99,1680000000.0,2630000000.0,1.56,61.95,N/A,9.76,27.58,97860000.0,N/A
86,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,345.37,30.37,4.25,31.07,13.97,18.69,13.86,28210000000.0,53.41,28210000000.0,30460000000.0,31.95,6.56,4.53,20.81,4.53,3060000000.0,28210000000.0,N/A,7.36,28.60,21.90,6.9,6.9,3140000000.0,1.42,7.20,1550000000.0,28210000000.0,0.13,81.76,N/A,10.04,11.80,11340000.0,N/A
87,N/A,N/A,cma,N/A,N/A,N/A,N/A,N/A,53.27,9.68,1.85,0.75,24.09,32.52,0.78,5590000000.0,17.74,5590000000.0,9.68,11.74,23.47,1.83,1.83,1.83,3270000000.0,5590000000.0,N/A,4.20,62.10,28.30,13980000000.0,100.53,7490000000.0,53.27,53.27,1410000000.0,5590000000.0,0.99,87.22,N/A,3.34,4.73,5780000.0,N/A
88,N/A,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,127.81,18.14,1.98,2.47,10.91,19.03,4.80,206340000000.0,23.14,206340000000.0,297220000000.0,15.27,1.29,2.82,9.15,2.82,74500000000.0,206340000000.0,N/A,2.49,4.40,11.70,13930000000.0,3.05,109980000000.0,0.97,18.30,25890000000.0,206340000000.0,0.69,85.05,N/A,4.58,1.73,83930000.0,N/A
89,N/A,N/A,cme,N/A,N/A,N/A,N/A,N/A,15.14,26.43,12.27,2.34,46.50,57.25,1.95,62850000000.0,14.29,62850000000.0,64800000000.0,24.88,2.51,12.66,17.86,12.66,4860000000.0,62850000000.0,N/A,6.63,2.00,7.20,1490000000.0,4.16,4059999999.9999995,1.02,74.94,3270000000.0,62850000000.0,1.56,87.98,N/A,3.8,1.96,5830000.0,N/A
90,N/A,N/A,cmg,N/A,N/A,N/A,N/A,N/A,176.38,152.89,6.96,22.63,4.55,5.86,4.10,38570000000.0,202.05,38570000000.0,40670000000.0,66.23,2.58,7.24,57.54,7.24,1900000000.0,38570000000.0,N/A,9.02,91.00,4.80,906660000.0,32.42,3010000000.0,1.59,60.95,726050000.0,38570000000.0,1.61,92.16,N/A,3.24,4.18,1210000.0,N/A
91,N/A,N/A,cmi,N/A,N/A,N/A,N/A,N/A,54.35,18.84,1.60,4.37,8.46,9.26,5.76,31430000000.0,133.88,31430000000.0,33640000000.0,17.33,4.54,1.66,11.53,1.66,5980000000.0,31430000000.0,N/A,11.28,59.10,38.10,2100000000.0,14.26,4420000000.0,1.42,48.73,2320000000.0,31430000000.0,0.33,85.49,N/A,3.44,2.51,4400000.0,N/A
92,N/A,N/A,cms,N/A,N/A,N/A,N/A,N/A,289.95,23.39,2.65,3.39,11.33,21.19,3.27,17680000000.0,23.43,17680000000.0,31320000000.0,21.69,3.00,4.71,12.78,4.71,2560000000.0,17680000000.0,N/A,2.64,46.20,0.10,1590000000.0,5.54,15220000000.0,1.13,18.21,1400000000.0,17680000000.0,0.46,94.55,N/A,3.25,2.06,5190000.0,N/A
93,N/A,N/A,cnp,N/A,N/A,N/A,N/A,N/A,153.87,12.02,0.82,1.80,5.49,13.27,3.04,10700000000.0,23.90,10700000000.0,25110000000.0,15.46,13.33,2.07,21.17,2.07,3320000000.0,10700000000.0,N/A,1.58,46.20,5.00,1.78,1.78,12910000000.0,0.58,10.93,2240000000.0,10700000000.0,0.21,88.76,N/A,2.66,3.82,0.6,N/A
94,N/A,N/A,cnx,N/A,N/A,N/A,N/A,N/A,59.63,5.47,1.60,0.51,52.66,10.60,0.91,1900000000.0,6.40,1900000000.0,4590000000.0,1.60,1.60,3.87,98.01,3.87,1030000000.0,1900000000.0,N/A,3.37,19810000.0,45.20,19810000.0,0.11,2720000000.0,0.90,19.99,831070000.0,1900000000.0,2.24,98.51,N/A,5.76,24.75,20640000.0,N/A
95,N/A,N/A,cof,N/A,N/A,N/A,N/A,N/A,111.40,7.72,1.17,0.57,1.64,1.17,0.06,31680000000.0,33.23,31680000000.0,7.72,9.91,0.89,1.77,1.77,1.77,22360000000.0,31680000000.0,N/A,0.26,58430000000.0,60.00,58430000000.0,127.95,46360000000.0,111.40,111.40,16750000000.0,31680000000.0,0.86,91.30,N/A,1.23,0.88,5350000.0,N/A
96,N/A,N/A,cog,N/A,N/A,N/A,N/A,N/A,57.96,23.00,4.58,3.34,20.88,27.21,5.76,7240000000.0,3.82,7240000000.0,8380000000.000001,11.29,3.59,5.21,9.27,5.21,1330000000.0,7240000000.0,N/A,0.79,83.20,38.70,117160000.0,0.29,1260000000.0,1.22,5.43,875190000.0,7240000000.0,2.05,100.06,N/A,2.81,3.95,13890000.0,N/A
97,N/A,N/A,cop,N/A,N/A,N/A,N/A,N/A,47.62,18.46,1.70,1.29,9.15,11.12,2.60,40640000000.0,23.00,40640000000.0,47770000000.0,14.39,1.70,1.96,4.97,1.96,16180000000.0,40640000000.0,N/A,2.10,83.50,65.20,7860000000.0,7.33,47.62,2.69,29.36,7580000000.0,40640000000.0,0.04,76.33,N/A,1.41,0.88,9660000.0,N/A
98,N/A,N/A,cost,N/A,N/A,N/A,N/A,N/A,72.73,42.93,0.99,9.43,2.31,3.24,6.82,158450000000.0,364.41,158450000000.0,158300000000.0,38.17,4.51,0.98,23.43,0.98,19820000000.0,158450000000.0,N/A,8.36,7.50,7.30,11770000000.0,26.67,12510000000.0,1.11,38.06,6910000000.0,158450000000.0,0.23,71.54,N/A,1.59,0.67,3370000.0,N/A
99,N/A,N/A,cpb,N/A,N/A,N/A,N/A,N/A,241.18,31.98,1.90,6.15,18.73,14.78,6.29,15850000000.0,28.78,15850000000.0,21300000000.0,18.48,2.19,2.55,15.61,2.55,3010000000.0,15850000000.0,N/A,5.36,2.84,115.50,2.84,2.84,6200000000.0,0.78,8.51,1400000000.0,15850000000.0,43.90,53.65,N/A,10.83,9.35,19180000.0,N/A
100,N/A,N/A,crm,N/A,N/A,N/A,N/A,N/A,16.10,110.68,13.02,6.55,12.21,0.55,0.15,251790000000.0,21.71,251790000000.0,248350000000.0,91.74,4.60,12.81,94.97,12.81,12860000000.0,251790000000.0,N/A,2.59,784.60,28.90,9280000000.0,10.2,6190000000.0,1.14,42.33,4219999999.9999995,251790000000.0,3.80,85.16,N/A,2.33,1.38,13450000.0,N/A
101,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,41.10,16.07,3.66,4.72,22.75,28.64,9.16,179110000000.0,11.64,179110000000.0,164270000000.0,13.85,2.77,3.33,10.04,3.33,31680000000.0,179110000000.0,N/A,2.64,19.50,9.50,29430000000.0,6.95,15590000000.0,1.72,8.95,15430000000.0,179110000000.0,0.04,73.98,N/A,1.42,0.71,34830000.0,N/A
102,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,139.66,20.48,5.40,4.80,26.39,40.29,7.19,58290000000.0,14.15,58290000000.0,72680000000.0,22.08,3.57,6.62,12.33,6.62,6290000000.0,58290000000.0,N/A,3.72,42.60,26.30,2590000000.0,3.39,16989999999.999998,1.62,15.88,4770000000.0,58290000000.0,0.12,76.04,N/A,1.79,0.80,6510000.0,N/A
103,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,88.75,41.09,5.03,10.66,12.36,16.54,9.70,34490000000.0,68.25,34490000000.0,37050000000.0,42.92,3.93,5.23,24.02,5.23,3230000000.0,34490000000.0,N/A,8.11,36.10,9.70,145400000.0,1.4,2870000000.0,2.61,31.28,1290000000.0,34490000000.0,15.58,67.24,N/A,3.35,1.94,1970000.0,N/A
104,N/A,N/A,ctl,N/A,N/A,N/A,N/A,N/A,258.30,10.04,0.55,0.92,5.52,17.78,3.80,12450000000.0,20.48,12450000000.0,45460000000.0,8.46,419.23,2.06,5.47,2.06,12320000000.0,12450000000.0,N/A,1.12,1.60,3.40,1760000000.0,1.61,34770000000.0,0.65,12.27,6850000000.0,12450000000.0,0.79,78.27,N/A,9.01,11.76,110840000.0,N/A
105,N/A,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,31.60,23.25,2.25,3.40,9.67,16.63,10.33,37320000000.0,30.69,37320000000.0,36200000000.0,17.45,2.41,2.16,12.70,2.16,6150000000.0,37320000000.0,N/A,2.96,29.10,3.40,4580000000.0,8.45,3470000000.0,2.66,20.24,3130000000.0,37320000000.0,0.24,95.10,N/A,2.84,1.59,11270000.0,N/A
106,N/A,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,0.85,25.18,6.00,17.01,24.11,21.29,10.05,18260000000.0,25.17,18260000000.0,19320000000.0,22.83,2.08,6.03,23.26,6.03,2600000000.0,18260000000.0,N/A,5.94,20.80,6.70,867670000.0,7.02,1930000000.0,0.85,0.76,1060000000.0,18260000000.0,0.95,101.74,N/A,1.86,3.83,4600000.0,N/A
107,N/A,N/A,cvs,N/A,N/A,N/A,N/A,N/A,134.67,9.88,0.31,1.20,3.14,5.28,3.82,81300000000.0,201.52,81300000000.0,155880000000.0,8.76,1.11,0.59,8.40,0.59,44520000000.0,81300000000.0,N/A,6.29,53.70,3.20,17460000000.0,13.35,92050000000.0,0.98,52.04,15990000000.0,81300000000.0,0.19,79.64,N/A,2.78,1.41,18400000.0,N/A
108,N/A,N/A,cvx,N/A,N/A,N/A,N/A,N/A,25.34,63.11,1.36,1.16,7.57,0.67,0.20,155340000000.0,61.60,155340000000.0,182480000000.0,28.90,0.74,1.59,8.41,1.59,59750000000.0,155340000000.0,N/A,4.66,6910000000.0,56.20,6910000000.0,3.7,34049999999.999996,1.14,71.83,18280000000.0,155340000000.0,0.05,68.96,N/A,1.98,0.93,11950000.0,N/A
109,N/A,N/A,d,N/A,N/A,N/A,N/A,N/A,131.32,122.46,3.92,2.53,3.24,35.03,3.60,66870000000.00001,20.29,66870000000.00001,109140000000.0,20.53,9.00,6.49,21.67,6.49,7970000000.0,66870000000.00001,N/A,0.56,0.8,9.70,0.8,0.8,40560000000.0,0.64,31.53,6030000000.0,66870000000.00001,0.28,72.79,N/A,2.94,1.31,10530000.0,N/A
110,N/A,N/A,dal,N/A,N/A,N/A,N/A,N/A,395.67,4.86,0.59,2.29,10.74,2.59,0.82,19860000000.0,53.22,19860000000.0,34940000000.0,57.80,16.62,1.03,9.05,1.03,12920000000.0,19860000000.0,N/A,5.71,15670000000.0,88.30,15670000000.0,24.67,34380000000.0,0.94,13.68,3280000000.0,19860000000.0,0.38,85.17,N/A,0.89,3.29,26830000.0,N/A
111,N/A,N/A,dd,N/A,N/A,N/A,N/A,N/A,52.55,16.94,2.15,1.19,12.31,11.92,2.24,44150000000.0,27.95,44150000000.0,59580000000.0,17.73,13.64,2.88,68.32,2.88,7710000000.0,44150000000.0,N/A,3.44,3740000000.0,11.70,3740000000.0,5.09,19750000000.0,1.50,50.43,2980000000.0,44150000000.0,0.26,74.25,N/A,1.67,0.97,13700000.0,N/A
112,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,61.30,11.73,0.14,0.52,1.89,2.64,2.58,713630000.0,214.15,713630000.0,1470000000.0,0.14,0.14,0.29,16.05,0.29,2109999999.9999998,713630000.0,N/A,4.04,82900000.0,35.20,82900000.0,3.67,840600000.0,1.86,60.68,83970000.0,713630000.0,20.31,109.37,N/A,13.16,124.73,6420000.0,N/A
113,N/A,N/A,de,N/A,N/A,N/A,N/A,N/A,379.38,24.57,1.89,5.13,7.61,11.16,3.30,66060000000.0,113.81,66060000000.0,105710000000.0,22.32,3.32,2.99,18.62,2.99,9180000000.0,66060000000.0,N/A,8.58,9.80,11.20,8350000000.0,26.65,48910000000.0,2.35,41.13,7060000000.0,66060000000.0,0.23,80.91,N/A,3.16,1.46,4130000.0,N/A
114,N/A,N/A,dell,N/A,N/A,N/A,N/A,N/A,183.70,23.83,0.54,254.20,2.29,4.38,2.12,48550000000.0,124.50,48550000000.0,91290000000.0,10.55,2.06,1.00,27.07,1.00,28930000000.0,48550000000.0,N/A,2.76,69.30,2.70,11220000000.0,15.14,53950000000.0,0.76,0.56,7860000000.0,48550000000.0,1.02,75.69,N/A,2.77,3.25,7200000.0,N/A
115,N/A,N/A,dfs,N/A,N/A,N/A,N/A,N/A,240.60,16.93,1.47,1.92,17.76,25.97,0.93,16450000000.0,18.99,16450000000.0,16.93,8.52,0.43,1.87,1.87,1.87,7820000000.0,16450000000.0,N/A,3.24,15140000000.0,70.20,15140000000.0,49.4,23200000000.0,1.17,28.02,5550000000.0,16450000000.0,0.52,86.16,N/A,2.68,2.83,9180000.0,N/A
116,N/A,N/A,dg,N/A,N/A,N/A,N/A,N/A,179.85,21.39,1.60,6.66,7.48,9.99,8.18,49010000000.0,123.71,49010000000.0,59280000000.0,21.64,1.58,1.90,16.20,1.90,8490000000.0,49010000000.0,N/A,9.19,84.60,24.40,2960000000.0,11.88,13230000000.0,1.40,29.54,4010000000.0,49010000000.0,0.19,94.96,N/A,1.65,1.31,2710000.0,N/A
117,N/A,N/A,dgx,N/A,N/A,N/A,N/A,N/A,86.22,19.97,1.98,2.53,9.98,14.74,5.61,14770000000.0,56.20,14770000000.0,18920000000.0,15.92,1.68,2.51,12.77,2.51,2720000000.0,14770000000.0,N/A,5.51,18.10,6.50,7.36,7.36,5140000000.0,1.29,43.51,1250000000.0,14770000000.0,0.51,94.17,N/A,2.23,2.43,3190000.0,N/A
118,N/A,N/A,dhi,N/A,N/A,N/A,N/A,N/A,38.60,13.20,1.43,2.40,10.82,13.44,9.59,26510000000.0,51.64,26510000000.0,28490000000.0,11.32,0.83,1.50,11.09,1.50,3650000000.0,26510000000.0,N/A,5.52,32.80,9.90,2280000000.0,6.26,4370000000.0,5.19,30.38,1400000000.0,26510000000.0,8.51,87.91,N/A,1.48,1.89,5840000.0,N/A
119,N/A,N/A,dhr,N/A,N/A,N/A,N/A,N/A,64.18,53.02,8.01,4.51,18.35,17.48,3.31,148950000000.0,26.63,148950000000.0,169070000000.0,33.90,2.17,8.95,32.15,8.95,9980000000.0,148950000000.0,N/A,4.68,26.80,19.20,5540000000.0,7.81,23280000000.0,2.20,46.52,4340000000.0,148950000000.0,11.47,82.13,N/A,2.49,0.90,6970000.0,N/A
120,N/A,N/A,dis,N/A,N/A,N/A,N/A,N/A,68.57,51.22,3.46,2.80,1.58,9.43,1.97,240770000000.0,38.63,240770000000.0,282080000000.0,50.76,14.07,4.04,40.27,4.04,27550000000.0,240770000000.0,N/A,0.61,23110000000.0,41.90,23110000000.0,12.79,68310000000.0,1.34,48.02,7970000000.0,240770000000.0,0.20,66.29,N/A,1.94,1.37,26040000.0,N/A
121,N/A,N/A,disca,N/A,N/A,N/A,N/A,N/A,131.43,11.07,1.40,1.12,12.86,29.36,5.91,10440000000.0,17.13,10440000000.0,24040000000.0,6.61,0.87,2.23,3.53,2.23,7390000000.0,10440000000.0,N/A,1.71,71.40,11.90,1690000000.0,2.51,15510000000.0,1.83,14.64,3510000000.0,10440000000.0,3.25,127.30,N/A,11.74,33.43,45880000.0,N/A
122,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,168.50,18.59,0.57,2.59,3.03,5.37,4.11,5000000000.0,102.31,5000000000.0,7190000000.0,17.73,4.00,0.83,10.78,0.83,2570000000.0,5000000000.0,N/A,3.01,146.00,20.10,1060000000.0,11.91,3250000000.0,1.36,22.94,1310000000.0,5000000000.0,5.17,109.61,N/A,7.89,26.66,14360000.0,N/A
123,N/A,N/A,dlph,N/A,N/A,N/A,N/A,N/A,790.91,60.05,0.43,12.02,5.16,2.35,1.40,1590000000.0,42.40,1590000000.0,3120000000.0,15.97,0.91,0.85,16.27,0.85,2.20,1590000000.0,N/A,2.20,6.37,44.00,6.37,6.37,2089999999.9999998,1.71,1.53,N/A,1590000000.0,0.62,111.02,N/A,6.89,24.46,22790000.0,N/A
124,N/A,N/A,dltr,N/A,N/A,N/A,N/A,N/A,151.03,24.91,0.90,3.24,3.61,7.64,5.86,22050000000.0,103.97,22050000000.0,30590000000.0,19.65,1.87,1.24,15.15,1.24,8950000000.0,22050000000.0,N/A,3.73,45.00,9.40,1750000000.0,7.38,10290000000.0,1.22,28.71,2460000000.0,22050000000.0,1.48,96.14,N/A,2.46,2.25,3810000.0,N/A
125,N/A,N/A,dlx,N/A,N/A,N/A,N/A,N/A,246.65,21.56,0.64,2.50,16.68,13.98,7.64,1210000000.0,45.37,1210000000.0,2029999999.9999998,0.64,0.64,1.06,10.99,1.06,1200000000.0,1210000000.0,N/A,7.59,54.40,16.90,371950000.0,8.89,1200000000.0,2.00,11.59,291200000.0,1210000000.0,0.78,95.10,N/A,3.11,7.77,2770000.0,N/A
126,N/A,N/A,dnb,N/A,N/A,N/A,N/A,N/A,164.10,24.63,6.44,8.24,23.51,1.26,1660000000.0,10970000000.0,5.27,10970000000.0,14900000000.0,24.63,6.44,8.99,47.18,8.99,965400000.0,10970000000.0,N/A,1.41,99800000.0,5.40,99800000.0,0.24,4030000000.0000005,0.35,4.23,186100000.0,10970000000.0,1270000.0,1270000.0,N/A,1.44,0.75,1720000.0,N/A
127,N/A,N/A,dnr,N/A,N/A,N/A,N/A,N/A,N/A,0.33,0.01,0.02,738870000.0,738870000.0,738870000.0,12550000.0,738870000.0,12550000.0,2360000000.0,2.27,0.01,2.42,10.04,2.42,738870000.0,12550000.0,N/A,N/A,N/A,738870000.0,N/A,N/A,N/A,N/A,N/A,N/A,12550000.0,0.00,0.00,N/A,0.00,0.00,0.00,N/A
128,N/A,N/A,do,N/A,N/A,N/A,N/A,N/A,N/A,0.02,0.02,0.01,141520000.0,141520000.0,141520000.0,15860000.0,141520000.0,15860000.0,475120000.0,0.02,0.02,0.50,0.63,0.50,141520000.0,15860000.0,N/A,N/A,N/A,141520000.0,N/A,N/A,N/A,N/A,N/A,N/A,15860000.0,0.12,0.12,N/A,0.12,0.12,0.12,N/A
129,N/A,N/A,dov,N/A,N/A,N/A,N/A,N/A,113.48,24.19,2.41,5.20,9.99,14.59,6.89,16059999999.999998,46.71,16059999999.999998,18910000000.0,22.52,2.44,2.80,15.54,2.80,2630000000.0,16059999999.999998,N/A,4.61,37.00,17.20,649030000.0,4.51,3510000000.0,1.32,21.46,1060000000.0,16059999999.999998,0.95,88.94,N/A,2.01,1.34,1680000.0,N/A
130,N/A,N/A,dow,N/A,N/A,N/A,N/A,N/A,151.68,15.19,0.93,2.91,5.05,7.42,2.92,36480000000.0,52.84,36480000000.0,52290000000.0,22.37,0.93,1.34,23.77,1.34,6370000000.0,36480000000.0,N/A,2.68,3770000000.0,24.20,3770000000.0,5.08,19860000000.0,1.74,16.92,6500000000.0,36480000000.0,0.08,70.82,N/A,3.83,2.13,15880000.0,N/A
131,N/A,N/A,dri,N/A,N/A,N/A,N/A,N/A,257.80,17.38,1.27,4.51,0.67,3.75,2.31,10520000000.0,63.63,10520000000.0,15400000000.0,27.03,4.48,1.97,59.91,1.97,1410000000.0,10520000000.0,N/A,0.43,763300000.0,43.00,763300000.0,5.88,6010000000.0,0.61,17.95,711300000.0,10520000000.0,0.30,83.13,N/A,3.21,6.90,8359999.999999999,N/A
