,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
128,2020_09_13,N/A,do,N/A,N/A,N/A,N/A,N/A,N/A,0.02,0.02,0.01,141520000.0,141520000.0,141520000.0,22090000.0,141520000.0,22090000.0,468900000.0,0.02,0.02,0.49,0.62,0.49,141520000.0,22090000.0,N/A,N/A,N/A,141520000.0,N/A,N/A,N/A,N/A,N/A,N/A,22090000.0,0.12,0.12,N/A,0.12,0.12,0.12,N/A
129,2020_09_13,N/A,dov,N/A,N/A,N/A,N/A,N/A,113.48,24.05,2.40,5.17,9.99,14.59,6.89,15960000000.0,46.71,15960000000.0,18820000000.0,19.49,2.11,2.79,15.47,2.79,2630000000.0,15960000000.0,N/A,4.61,37.00,17.20,649030000.0,4.51,3510000000.0,1.32,21.46,1060000000.0,15960000000.0,0.95,88.94,N/A,2.44,1.34,1750000.0,N/A
130,2020_09_13,N/A,dow,N/A,N/A,N/A,N/A,N/A,151.68,15.19,0.92,2.88,5.05,7.42,2.92,36090000000.0,52.84,36090000000.0,51910000000.0,22.12,0.92,1.33,23.59,1.33,6370000000.0,36090000000.0,N/A,2.68,3770000000.0,24.20,3770000000.0,5.08,19860000000.0,1.74,16.92,6500000000.0,36090000000.0,0.08,70.82,N/A,3.85,1.97,17140000.0,N/A
131,2020_09_13,N/A,dri,N/A,N/A,N/A,N/A,N/A,257.80,17.38,1.41,5.02,0.67,3.75,2.31,11700000000.0,63.63,11700000000.0,16579999999.999998,29.94,4.96,2.12,64.48,2.12,1410000000.0,11700000000.0,N/A,0.43,763300000.0,43.00,763300000.0,5.88,6010000000.0,0.61,17.95,711300000.0,11700000000.0,0.30,83.13,N/A,2.89,6.17,7510000.0,N/A
132,2020_09_13,N/A,dte,N/A,N/A,N/A,N/A,N/A,160.43,18.63,1.88,1.94,10.13,15.23,2.80,22720000000.0,62.65,22720000000.0,41220000000.0,16.67,3.32,3.47,12.16,3.47,3420000000.0,22720000000.0,N/A,6.33,52.20,10.60,3.01,3.01,19080000000.0,0.83,60.86,2960000000.0,22720000000.0,0.60,75.60,N/A,3.93,2.23,3230000.0,N/A
133,2020_09_13,N/A,duk,N/A,N/A,N/A,N/A,N/A,141.73,29.08,2.46,1.39,8.97,23.33,2.23,60310000000.0,32.78,60310000000.0,127990000000.0,15.60,3.23,5.24,13.32,5.24,11560000000.0,60310000000.0,N/A,2.80,0.47,7.70,0.47,0.47,66060000000.0,0.55,59.21,8510000000.0,60310000000.0,0.10,65.29,N/A,11.34,4.99,37070000.0,N/A
134,2020_09_13,N/A,dva,N/A,N/A,N/A,N/A,N/A,359.96,14.24,1.01,4.96,7.20,15.83,5.81,10690000000.0,87.47,10690000000.0,20470000000.0,12.48,1.20,1.78,8.75,1.78,3470000000.0,10690000000.0,N/A,6.22,26.30,1.30,3080000000.0,25.27,12870000000.0,1.35,17.66,2330000000.0,10690000000.0,2.74,101.41,N/A,6.06,6.90,5220000.0,N/A
135,2020_09_13,N/A,dvn,N/A,N/A,N/A,N/A,N/A,135.43,10.39,0.58,1.05,51.55,7.12,1.93,3400000000.0,15.29,3400000000.0,6460000000.0,27.70,0.58,1.11,7.22,1.11,2230000000.0,3400000000.0,N/A,7.91,1470000000.0,60.60,1470000000.0,3.85,4540000000.0,2.33,8.43,1580000000.0,3400000000.0,0.59,85.09,N/A,1.4,3.04,10670000.0,N/A
136,2020_09_13,N/A,ea,N/A,N/A,N/A,N/A,N/A,15.86,18.71,6.45,4.72,34.27,26.01,8.94,36750000000.0,19.90,36750000000.0,31860000000.0,27.25,4.40,5.51,18.40,5.51,4170000000.0,36750000000.0,N/A,6.76,74.30,20.70,5960000000.0,20.64,1230000000.0,2.61,26.95,2020000000.0,36750000000.0,0.45,95.52,N/A,2.85,1.85,4630000.0,N/A
137,2020_09_13,N/A,ebay,N/A,N/A,N/A,N/A,N/A,313.27,19.09,3.64,12.62,44.84,23.78,8.09,36620000000.0,14.49,36620000000.0,40400000000.0,13.55,0.87,3.61,11.59,3.61,8289999999.999999,36620000000.0,N/A,6.46,85.60,18.20,5300000000.0,7.58,9090000000.0,1.58,4.12,3380000000.0,36620000000.0,5.13,107.16,N/A,2.85,3.22,16360000.0,N/A
138,2020_09_13,N/A,ecl,N/A,N/A,N/A,N/A,N/A,131.22,42.50,4.07,9.84,5.91,14.96,6.98,57610000000.0,50.34,57610000000.0,63970000000.0,38.46,4.96,4.41,22.27,4.41,6220000000.0,57610000000.0,N/A,2.98,1370000000.0,15.30,1370000000.0,4.8,7730000000.0,1.60,20.52,2260000000.0,57610000000.0,0.51,87.90,N/A,3.64,1.41,3440000.0,N/A
139,2020_09_13,N/A,ed,N/A,N/A,N/A,N/A,N/A,129.89,18.19,1.98,1.34,10.86,20.84,2.79,24340000000.0,36.87,24340000000.0,47020000000.0,16.23,3.95,3.83,10.46,3.83,6770000000.0,24340000000.0,N/A,3.99,25.00,0.90,1140000000.0,3.42,23950000000.0,0.68,54.57,2780000000.0,24340000000.0,0.16,63.77,N/A,3.35,2.11,5140000.0,N/A
140,2020_09_13,N/A,eix,N/A,N/A,N/A,N/A,N/A,130.21,16.40,1.46,1.34,8.93,19.62,2.42,19100000000.0,34.64,19100000000.0,39990000000.0,10.80,2.24,3.20,10.18,3.20,6740000000.0,19100000000.0,N/A,3.09,18.90,6.20,1.38,1.38,21410000000.0,0.81,37.69,2380000000.0,19100000000.0,0.06,91.49,N/A,3.47,2.03,4760000.0,N/A
141,2020_09_13,N/A,el,N/A,N/A,N/A,N/A,N/A,221.83,115.38,5.51,19.68,4.78,14.70,8.49,77430000000.0,39.64,77430000000.0,81200000000.0,40.49,4.06,5.68,44.66,5.68,10750000000.0,77430000000.0,N/A,1.86,5040000000.0,32.30,5040000000.0,13.96,8790000000.0,1.72,10.91,2280000000.0,77430000000.0,4.05,90.55,N/A,2.24,1.44,2760000.0,N/A
142,2020_09_13,N/A,emn,N/A,N/A,N/A,N/A,N/A,103.59,18.56,1.24,1.76,6.64,12.55,4.23,10620000000.0,63.93,10620000000.0,16050000000.0,11.45,5.03,1.85,11.20,1.85,2230000000.0,10620000000.0,N/A,4.22,89.50,18.60,5.31,5.31,6320000000.0,1.88,44.50,1690000000.0,10620000000.0,0.62,84.05,N/A,2.81,2.11,2830000.0,N/A
143,2020_09_13,N/A,emr,N/A,N/A,N/A,N/A,N/A,98.16,21.10,2.40,5.15,11.39,16.40,8.19,40340000000.0,28.34,40340000000.0,45120000000.0,19.80,2.48,2.62,13.19,2.62,7820000000.0,40340000000.0,N/A,3.21,33.90,16.40,2450000000.0,4.1,7730000000.0,1.32,13.10,3060000000.0,40340000000.0,0.64,76.82,N/A,3.06,1.55,6870000.0,N/A
144,2020_09_13,N/A,eog,N/A,N/A,N/A,N/A,N/A,29.32,63.33,1.68,1.09,2.67,4.58,1.07,22130000000.0,22.81,22130000000.0,25690000000.0,23.36,3.60,1.96,5.96,1.96,9120000000.0,22130000000.0,N/A,0.61,2420000000.0,73.00,2420000000.0,4.15,5980000000.0,2.13,35.01,6540000000.0,22130000000.0,0.34,89.21,N/A,2.09,1.72,9690000.0,N/A
145,2020_09_13,N/A,eqr,N/A,N/A,N/A,N/A,N/A,78.32,18.48,7.98,1.97,41.64,33.11,2.68,20770000000.0,7.28,20770000000.0,29370000000.0,55.87,14.31,10.86,12.29,10.86,1790000000.0,20770000000.0,N/A,3.01,15.60,2.40,187420000.0,0.5,8750000000.0,0.60,28.37,1400000000.0,20770000000.0,1.55,94.92,N/A,3.48,2.86,6570000.0,N/A
146,2020_09_13,N/A,eqt,N/A,N/A,N/A,N/A,N/A,49.47,18.76,1.00,0.38,71.04,1.45,0.13,3600000000.0,10.85,3600000000.0,8210000000.000001,18.76,1.00,2.28,10.79,2.28,1890000000.0,3600000000.0,N/A,7.71,2970000.0,44.70,2970000.0,0.01,4670000000.0,0.99,36.97,1480000000.0,3600000000.0,1.22,96.70,N/A,4.1,7.59,16030000.000000002,N/A
147,2020_09_13,N/A,etfc,N/A,N/A,N/A,N/A,N/A,41.36,15.07,4.12,1.88,28.43,41.48,1.25,11530000000.0,12.81,11530000000.0,15.07,19.84,99.28,1.24,1.24,1.24,2710000000.0,11530000000.0,N/A,3.46,10.50,3.50,6640000000.0,30.29,2820000000.0,1.08,27.97,6370000000.0,11530000000.0,0.85,95.42,N/A,6.38,5.53,0.56,N/A
148,2020_09_13,N/A,etn,N/A,N/A,N/A,N/A,N/A,61.58,27.15,2.17,2.85,8.03,10.39,3.98,40410000000.0,46.82,40410000000.0,48500000000.0,20.70,2.58,2.53,16.41,2.53,7050000000.0,40410000000.0,N/A,3.74,92.00,30.30,1.25,1.25,8770000000.0,1.50,35.46,3100000000.0,40410000000.0,0.24,84.77,N/A,2.63,0.95,4070000.0000000005,N/A
149,2020_09_13,N/A,etr,N/A,N/A,N/A,N/A,N/A,200.64,15.59,1.84,1.84,11.77,18.00,2.26,19190000000.0,52.34,19190000000.0,39720000000.0,16.10,6.94,3.80,9.77,3.80,4269999999.9999995,19190000000.0,N/A,6.13,52.50,9.50,935470000.0,4.67,21430000000.0,0.58,52.08,3210000000.0,19190000000.0,0.27,88.10,N/A,2.02,1.13,1590000.0,N/A
150,2020_09_13,N/A,ew,N/A,N/A,N/A,N/A,N/A,17.83,70.43,12.09,13.38,17.21,28.85,12.99,51380000000.0,6.93,51380000000.0,50900000000.0,38.61,3.02,11.78,39.48,11.78,3230000000.0,51380000000.0,N/A,1.18,1160000000.0,14.90,1160000000.0,1.87,684500000.0,3.08,6.18,1270000000.0,51380000000.0,0.67,89.06,N/A,3.36,1.18,6480000.0,N/A
151,2020_09_13,N/A,exc,N/A,N/A,N/A,N/A,N/A,115.10,13.23,1.05,1.07,7.94,12.49,2.10,34930000000.0,34.21,34930000000.0,72930000000.0,12.25,9.88,2.19,7.17,2.19,10270000000.0,34930000000.0,N/A,2.71,7.60,4.80,2130000000.0,2.18,40140000000.0,1.13,33.56,6440000000.0,34930000000.0,0.26,80.43,N/A,1.57,0.88,8530000.0,N/A
152,2020_09_13,N/A,expd,N/A,N/A,N/A,N/A,N/A,19.90,25.17,1.77,6.88,7.02,9.23,13.30,14860000000.0,50.88,14860000000.0,14110000000.0,22.68,3.47,1.64,16.69,1.64,1050000000.0,14860000000.0,N/A,3.52,20.10,26.80,1180000000.0,7.04,430250000.0,2.22,12.94,678470000.0,14860000000.0,0.65,98.44,N/A,2.66,2.10,2930000.0,N/A
153,2020_09_13,N/A,expe,N/A,N/A,N/A,N/A,N/A,238.96,24.27,1.55,7.92,17.09,3.32,0.85,13730000000.0,63.31,13730000000.0,19380000000.0,45.87,8.76,2.13,32.40,2.13,9900000000.0,13730000000.0,N/A,10.94,5470000000.0,82.00,5470000000.0,38.77,10100000000.0,1.14,12.28,3150000000.0,13730000000.0,0.70,107.95,N/A,4.71,12.01,14060000.0,N/A
154,2020_09_13,N/A,expr,N/A,N/A,N/A,N/A,N/A,799.02,0.04,0.04,0.39,26.21,16.14,8.37,58340000.0,23.95,58340000.0,1050000000.0,0.04,0.04,0.68,5.45,0.68,900710000.0,58340000.0,N/A,6.2840,192890000.0,48.00,192890000.0,2.97,1190000000.0,1.07,2.30,81400000.0,58340000.0,6.92,109.59,N/A,7.49,26.96,14610000.0,N/A
155,2020_09_13,N/A,f,N/A,N/A,N/A,N/A,N/A,571.97,N/A,N/A,N/A,1.63,1.68,0.51,1.32,32.87,3910000000.0,N/A,N/A,N/A,N/A,N/A,130400000000.0,12880000000.0,1.32,N/A,0.54,654.70,50.10,39260000000.0,9.87,176480000000.0,1.34,7.75,16270000000.0,1.32,0.18,55.06,N/A,1.76,2.78,115900000.0,N/A
156,2020_09_13,N/A,fast,N/A,N/A,N/A,N/A,N/A,23.70,N/A,N/A,N/A,15.07,20.02,17.66,1.16,9.64,572820000.0,N/A,N/A,N/A,N/A,N/A,5530000000.0,2520000000.0,1.16,N/A,1.45,16.80,10.30,201500000.0,0.35,659700000.0,4.13,4.85,625700000.0,1.16,0.33,85.44,N/A,6.23,3.44,17920000.0,N/A
157,2020_09_13,N/A,fb,N/A,N/A,N/A,N/A,N/A,9.96,N/A,N/A,N/A,31.30,37.12,13.58,1.26,26.35,2400000000.0,N/A,N/A,N/A,N/A,N/A,75160000000.0,57930000000.0,1.26,N/A,8.18,97.90,10.70,58240000000.0,20.44,9.96,6.03,38.75,33270000000.000004,1.26,0.66,79.41,N/A,0.89,1.05,26010000.0,N/A
158,2020_09_13,N/A,fdx,N/A,N/A,N/A,N/A,N/A,197.44,N/A,N/A,N/A,1.86,3.94,2.67,1.49,265.20,241480000.0,N/A,N/A,N/A,N/A,N/A,69220000000.0,16840000000.0,1.49,N/A,4.90,4880000000.0,2.50,4880000000.0,18.63,36120000000.0,1.58,69.84,5100000000.0,1.49,7.72,75.09,N/A,1.64,2.46,4820000.0,N/A
159,2020_09_13,N/A,ffiv,N/A,N/A,N/A,N/A,N/A,36.46,N/A,N/A,N/A,13.95,18.82,7.06,0.98,38.33,61170000.0,N/A,N/A,N/A,N/A,N/A,2330000000.0,1890000000.0,0.98,N/A,5.33,18.70,3.50,1090000000.0,17.88,785210000.0,1.32,35.22,691080000.0,0.98,0.32,95.01,N/A,5.01,6.53,3360000.0,N/A
160,2020_09_13,N/A,fhn,N/A,N/A,N/A,N/A,N/A,14.96,N/A,N/A,N/A,17.73,30.83,0.68,1.54,5.37,554360000.0,N/A,N/A,N/A,N/A,N/A,1670000000.0,1820000000.0,1.54,N/A,0.93,51.50,10.50,5870000000.0,18.8,4520000000.0,14.96,14.96,19950000.0,1.54,1.49,87.96,N/A,3.44,3.64,18010000.0,N/A
161,2020_09_13,N/A,fis,N/A,N/A,N/A,N/A,N/A,40.35,N/A,N/A,N/A,0.25,12.68,1.67,0.73,20.61,619600000.0,N/A,N/A,N/A,N/A,N/A,12200000000.0,3720000000.0,0.73,N/A,0.05,87.70,40.20,1180000000.0,1.91,19870000000.0,0.71,79.36,3200000000.0,0.73,0.33,92.30,N/A,2.04,1.19,7560000.0,N/A
162,2020_09_13,N/A,fisv,N/A,N/A,N/A,N/A,N/A,65.71,N/A,N/A,N/A,5.82,11.06,2.06,0.79,22.05,669650000.0,N/A,N/A,N/A,N/A,N/A,14410000000.0,4930000000.0,0.79,N/A,1.26,99.10,129.20,1.3,1.3,21870000000.0,1.04,47.18,4269999999.9999995,0.79,0.46,94.66,N/A,2.4,2.12,12830000.0,N/A
163,2020_09_13,N/A,fitb,N/A,N/A,N/A,N/A,N/A,28.88,N/A,N/A,N/A,23.15,30.47,0.82,1.72,9.19,712240000.0,N/A,N/A,N/A,N/A,N/A,6600000000.0,7890000000.0,1.72,N/A,1.95,57.00,24.40,7340000000.0,10.3,19710000000.0,28.88,28.88,2970000000.0,1.72,0.29,80.02,N/A,2.12,1.57,9700000.0,N/A
164,2020_09_13,N/A,fl,N/A,N/A,N/A,N/A,N/A,136.95,N/A,N/A,N/A,2.62,4.77,3.24,1.36,70.47,104390000.0,N/A,N/A,N/A,N/A,N/A,7410000000.0,3560000000.0,1.36,N/A,1.83,25.00,17.10,1370000000.0,13.15,3290000000.0,1.69,23.02,612120000.0,1.36,1.27,95.58,N/A,2.76,12.55,8800000.0,N/A
165,2020_09_13,N/A,flir,N/A,N/A,N/A,N/A,N/A,50.46,N/A,N/A,N/A,7.42,17.03,6.30,1.45,14.20,131120000.0,N/A,N/A,N/A,N/A,N/A,1890000000.0,935400000.0,1.45,N/A,1.04,32.80,0.00,333700000.0,2.55,883410000.0,2.03,13.35,361090000.0,1.45,0.96,99.19,N/A,1.4,2.18,2370000.0,N/A
166,2020_09_13,N/A,flr,N/A,N/A,N/A,N/A,N/A,116.48,N/A,N/A,N/A,7.05,1.69,2.30,2.78,132.23,140170000.0,N/A,N/A,N/A,N/A,N/A,18520000000.0,669920000.0,2.78,N/A,9.32,1850000000.0,2.50,1850000000.0,13.22,1960000000.0,1.38,11.12,240350000.0,2.78,0.84,94.57,N/A,2.87,5.07,6650000.0,N/A
167,2020_09_13,N/A,fls,N/A,N/A,N/A,N/A,N/A,91.75,N/A,N/A,N/A,3.77,10.10,5.12,1.82,29.71,130160000.0,N/A,N/A,N/A,N/A,N/A,3880000000.0,1310000000.0,1.82,N/A,1.11,85.10,6.60,561710000.0,4.32,1550000000.0,2.23,12.80,284620000.0,1.82,0.22,101.17,N/A,3.44,3.94,3280000.0,N/A
168,2020_09_13,N/A,flws,N/A,N/A,N/A,N/A,N/A,40.72,N/A,N/A,N/A,3.96,5.40,7.28,1.51,23.11,35740000.0,N/A,N/A,N/A,N/A,N/A,1490000000.0,622200000.0,1.51,N/A,0.89,240510000.0,61.10,240510000.0,3.74,162810000.0,2.10,6.22,139420000.0,1.51,30.04,73.45,N/A,9.25,25.33,5600000.0,N/A
169,2020_09_13,N/A,fmc,N/A,N/A,N/A,N/A,N/A,130.38,N/A,N/A,N/A,10.35,23.43,6.82,1.16,35.56,129570000.0,N/A,N/A,N/A,N/A,N/A,4620000000.0,2080000000.0,1.16,N/A,3.65,5.70,4.20,342700000.0,2.64,3720000000.0,1.60,21.78,620300000.0,1.16,0.77,94.20,N/A,1.98,1.06,1300000.0,N/A
170,2020_09_13,N/A,fosl,N/A,N/A,N/A,N/A,N/A,153.04,N/A,N/A,N/A,7.41,5.32,4.13,1.38,37.51,51300000.0,N/A,N/A,N/A,N/A,N/A,1900000000.0,1100000000.0,1.38,N/A,2.78,277560000.0,48.30,277560000.0,5.41,606900000.0,1.90,7.72,23520000.0,1.38,9.15,99.60,N/A,4.53,24.59,12360000.0,N/A
171,2020_09_13,N/A,fslr,N/A,N/A,N/A,N/A,N/A,13.11,N/A,N/A,N/A,3.17,11.06,3.04,1.54,29.56,105960000.0,N/A,N/A,N/A,N/A,N/A,3120000000.0,549210000.0,1.54,N/A,0.94,1550000000.0,9.80,1550000000.0,14.6,685080000.0,3.66,49.33,106980000.0,1.54,28.37,66.94,N/A,6.1,12.20,11130000.0,N/A
172,2020_09_13,N/A,fti,N/A,N/A,N/A,N/A,N/A,128.80,N/A,N/A,N/A,43.28,7.03,2.60,2.19,29.79,449410000.0,N/A,N/A,N/A,N/A,N/A,13350000000.0,2460000000.0,2.19,N/A,12.89,87.90,8.00,4900000000.0,10.9,5430000000.0,1.16,9.22,503590000.0,2.19,0.70,90.93,N/A,3.12,3.31,15670000.0,N/A
173,2020_09_13,N/A,gci,N/A,N/A,N/A,N/A,N/A,434.07,N/A,N/A,N/A,22.59,4.33,3.13,1.56,27.06,136300000.0,N/A,N/A,N/A,N/A,N/A,2790000000.0,788320000.0,1.56,N/A,6.1180,158600000.0,89.70,158600000.0,1.2,1960000000.0,1.04,3.43,7480000.0,1.56,5.47,86.41,N/A,11.67,17.14,22940000.0,N/A
174,2020_09_13,N/A,ge,N/A,N/A,N/A,N/A,N/A,240.57,N/A,N/A,N/A,5.10,3.34,0.64,0.92,10.06,8750000000.0,N/A,N/A,N/A,N/A,N/A,87870000000.0,18810000000.0,0.92,N/A,0.58,22430000000.0,24.20,22430000000.0,2.56,84810000000.0,2.21,3.85,7210000000.0,0.92,0.13,63.61,N/A,1.07,0.96,90300000.0,N/A
175,2020_09_13,N/A,ges,N/A,N/A,N/A,N/A,N/A,274.07,N/A,N/A,N/A,4.06,1.78,1.00,1.78,32.28,63610000.0,N/A,N/A,N/A,N/A,N/A,2120000000.0,1020000000.0,1.78,N/A,1.32,327970000.0,41.70,327970000.0,5.16,1260000000.0,1.47,6.89,261560000.0,1.78,39.75,74.43,N/A,8.49,42.89,8840000.0,N/A
176,2020_09_13,N/A,gild,N/A,N/A,N/A,N/A,N/A,132.85,N/A,N/A,N/A,1.16,18.80,4.37,0.58,17.56,1250000000.0,N/A,N/A,N/A,N/A,N/A,22170000000.0,17770000000.0,0.58,N/A,0.20,19360000000.0,9.50,19360000000.0,15.45,24100000000.0,2.33,14.38,9230000000.0,0.58,0.41,80.77,N/A,1.67,1.29,21330000.0,N/A
177,2020_09_13,N/A,gis,N/A,N/A,N/A,N/A,N/A,156.49,N/A,N/A,N/A,12.37,17.69,6.40,0.57,28.99,610920000.0,N/A,N/A,N/A,N/A,N/A,17630000000.0,6160000000.0,0.57,N/A,3.56,9.70,20.70,1680000000.0,2.75,13920000000.0,0.68,13.22,3680000000.0,0.57,0.18,74.52,N/A,6.75,2.69,16329999.999999998,N/A
178,2020_09_13,N/A,glw,N/A,N/A,N/A,N/A,N/A,70.05,N/A,N/A,N/A,1.89,7.02,1.70,1.14,13.99,761780000.0,N/A,N/A,N/A,N/A,N/A,10700000000.0,4040000000.0,1.14,N/A,0.14,2160000000.0,12.90,2160000000.0,2.83,8500000000.0,2.27,12.85,2700000000.0,1.14,0.32,75.62,N/A,4.81,2.40,21950000.0,N/A
179,2020_09_13,N/A,gm,N/A,N/A,N/A,N/A,N/A,294.89,N/A,N/A,N/A,1.46,2.62,0.81,1.47,80.94,1430000000.0,N/A,N/A,N/A,N/A,N/A,115790000000.0,14140000000.0,1.47,N/A,1.06,30980000000.0,53.50,30980000000.0,21.65,128259999999.99998,1.12,28.07,8770000000.0,1.47,7.19,78.03,N/A,1.57,1.45,27450000.0,N/A
180,2020_09_13,N/A,gme,N/A,N/A,N/A,N/A,N/A,331.11,N/A,N/A,N/A,6.07,2.73,3.56,1.38,80.80,64760000.00000001,N/A,N/A,N/A,N/A,N/A,5600000000.0,1910000000.0,1.38,N/A,4.90,735100000.0,26.70,735100000.0,11.28,1170000000.0,1.05,5.40,375700000.0,1.38,11.17,152.62,N/A,10.68,254.44,54520000.0,N/A
181,2020_09_13,N/A,goog,N/A,N/A,N/A,N/A,N/A,7.79,N/A,N/A,N/A,18.99,20.09,7.78,1.08,241.52,333630000.0,N/A,N/A,N/A,N/A,N/A,166030000000.0,89960000000.0,1.08,N/A,45.49,30.00,1.70,121080000000.0,178.02,16140000000.0,3.41,304.34,55340000000.0,1.08,5.75,70.62,N/A,0.99,0.34,2470000.0,N/A
182,2020_09_13,N/A,gpc,N/A,N/A,N/A,N/A,N/A,138.41,N/A,N/A,N/A,1.03,5.53,4.61,1.11,128.17,144260000.0,N/A,N/A,N/A,N/A,N/A,18590000000.0,6320000000.0,1.11,N/A,1.32,983760000.0,14.20,983760000.0,6.82,3970000000.0,1.22,19.75,1540000000.0,1.11,2.76,80.93,N/A,4.4,2.71,2460000.0,N/A
183,2020_09_13,N/A,grmn,N/A,N/A,N/A,N/A,N/A,1.27,N/A,N/A,N/A,24.82,24.02,9.62,0.94,19.75,191240000.0,N/A,N/A,N/A,N/A,N/A,3760000000.0,2230000000.0,0.94,N/A,4.88,17.70,8.90,1740000000.0,9.08,1.27,2.80,24.79,848440000.0,0.94,26.76,49.44,N/A,3.35,1.67,3100000.0,N/A
184,2020_09_13,N/A,grpn,N/A,N/A,N/A,N/A,N/A,478.01,N/A,N/A,N/A,12.00,2.81,2.35,2.19,66.21,28730000.0,N/A,N/A,N/A,N/A,N/A,1880000000.0,1190000000.0,2.19,N/A,7.94,784690000.0,25.70,784690000.0,27.31,561580000.0,1.00,4.11,70690000.0,2.19,22.75,73.67,N/A,0.68,15.80,3420000.0,N/A
185,2020_09_13,N/A,gs,N/A,N/A,N/A,N/A,N/A,497.39,N/A,N/A,N/A,14.48,31.36,0.52,1.42,102.81,344080000.0,N/A,N/A,N/A,N/A,N/A,37160000000.0,31060000000.0,1.42,N/A,13.26,84.60,26.60,732620000000.0,042.02,452890000000.0,1.76,219.79,5070000000.0,1.42,0.60,76.20,N/A,1.8,1.41,3870000.0,N/A
186,2020_09_13,N/A,gt,N/A,N/A,N/A,N/A,N/A,261.23,N/A,N/A,N/A,12.73,1.26,0.58,2.08,54.34,233010000.0,N/A,N/A,N/A,N/A,N/A,12710000000.0,3150000000.0,2.08,N/A,6.92,1010000000.0,41.00,1010000000.0,4.32,7870000000.0,1.17,12.16,468880000.0,2.08,0.28,86.55,N/A,2.52,4.28,9660000.0,N/A
187,2020_09_13,N/A,gtn,N/A,N/A,N/A,N/A,N/A,178.56,N/A,N/A,N/A,10.43,22.25,4.12,1.89,21.24,89740000.0,N/A,N/A,N/A,N/A,N/A,2080000000.0,1.67,1.89,N/A,1.67,75.00,11.20,3.97,3.97,3760000000.0,2.56,15.28,469750000.0,1.89,4.47,95.53,N/A,5.39,4.13,3810000.0,N/A
188,2020_09_13,N/A,gww,N/A,N/A,N/A,N/A,N/A,155.07,N/A,N/A,N/A,5.36,10.44,11.51,1.03,216.21,53570000.0,N/A,N/A,N/A,N/A,N/A,11630000000.0,4400000000.0,1.03,N/A,11.43,56.20,1.90,1600000000.0,29.92,3340000000.0,3.54,36.01,1070000000.0000001,1.03,13.72,75.10,N/A,4.42,2.92,1170000.0,N/A
189,2020_09_13,N/A,hal,N/A,N/A,N/A,N/A,N/A,208.18,N/A,N/A,N/A,21.35,3.40,1.68,2.64,21.65,878470000.0,N/A,N/A,N/A,N/A,N/A,18970000000.0,2290000000.0,2.64,N/A,4.62,1810000000.0,46.10,1810000000.0,2.06,10820000000.0,2.22,5.92,2860000000.0,2.64,0.35,83.29,N/A,3.77,6.23,43450000.0,N/A
190,2020_09_13,N/A,has,N/A,N/A,N/A,N/A,N/A,202.51,N/A,N/A,N/A,7.58,13.02,5.30,0.94,37.27,137020000.0,N/A,N/A,N/A,N/A,N/A,4970000000.0,2410000000.0,0.94,N/A,2.82,978950000.0,12.60,978950000.0,7.14,5400000000.0,1.61,19.00,575120000.0,0.94,7.54,88.62,N/A,8.65,6.11,5500000.0,N/A
191,2020_09_13,N/A,hban,N/A,N/A,N/A,N/A,N/A,10.44,N/A,N/A,N/A,23.63,30.51,0.78,1.50,3.66,1020000000.0,N/A,N/A,N/A,N/A,N/A,3750000000.0,4390000000.0,1.50,N/A,0.79,58.80,24.10,7600000000.0,7.47,10070000000.0,10.44,10.44,1430000000.0,1.50,1.01,77.75,N/A,2.19,1.78,16329999.999999998,N/A
192,2020_09_13,N/A,hes,N/A,N/A,N/A,N/A,N/A,120.77,N/A,N/A,N/A,60.21,5.54,0.89,2.21,17.44,307140000.0,N/A,N/A,N/A,N/A,N/A,5290000000.0,4580000000.0,2.21,N/A,10.50,1650000000.0,49.40,1650000000.0,5.39,8900000000.0,1.99,20.96,1440000000.0,2.21,11.14,92.37,N/A,4.99,4.78,10150000.0,N/A
193,2020_09_13,N/A,hig,N/A,N/A,N/A,N/A,N/A,25.98,N/A,N/A,N/A,8.80,13.04,2.40,0.94,57.60,358200000.0,N/A,N/A,N/A,N/A,N/A,20720000000.0,7640000000.0,0.94,N/A,4.97,25.80,0.60,3960000000.0,11.05,4440000000.0,2.16,46.74,3750000000.0,0.94,0.43,93.81,N/A,1.6,1.08,3050000.0,N/A
194,2020_09_13,N/A,hog,N/A,N/A,N/A,N/A,N/A,633.46,N/A,N/A,N/A,1.72,4.13,0.98,1.52,29.26,153170000.0,N/A,N/A,N/A,N/A,N/A,4510000000.0,1620000000.0,1.52,N/A,0.49,446580000.0,47.00,446580000.0,2.95,10290000000.0,1.46,10.74,982240000.0,1.52,0.38,100.24,N/A,10.05,14.24,21980000.0,N/A
