,A,AA,AAPL,ABBV,ABC,ABT,ACE,ACI,ACN
2002-12-23,12.64874232002,,0.93108347827828,,11.268370172856,11.607108950463,21.66451416673898,91.85162978001395,13.563964581105
2002-12-24,12.437247707333,,0.92273007233099,,11.25793649677,11.476213150602,21.723646242253793,91.25213196326794,13.776887280925
2002-12-26,12.485004555359,,0.925300351084,,11.370620198498,11.156583871872,21.93924711187233,92.92216159563183,14.084442291776
2002-12-27,12.416780486751,,0.90345298168341,,11.305931406765,11.196157020667,21.52291439812619,92.45112759675996,13.950379851148
2002-12-30,12.287154756395,,0.90409555137166,,11.20576811634,11.293567848471,21.753384293235662,92.92216159563183,14.052898188099
2002-12-31,12.25304272209,,0.92080236326623,,11.333058964589,12.17635347544,21.812860395199394,92.45112759675996,14.186960628726
2003-01-02,13.058086731671,,0.95100313861411,,12.025855056698,12.191573917284,22.682698386419002,94.249621046998,14.675894235719
2003-01-03,12.996685069923,,0.95742883549664,,12.207401020594,12.31029336367,22.816519615837404,94.33526359224743,14.786298598589
2003-01-06,13.617524094261,,0.95742883549664,,12.353472485798,12.38943966126,23.768137247257144,94.84911886374401,15.062309505762
2003-01-07,13.494720770766,,0.95421598705538,,12.036288732784,11.832371489759,23.626881505093277,90.48134905602306,14.77052654675
2003-01-08,12.839769712124,,0.93493889640779,,11.595987601956,12.130692149907,23.173376227619805,89.06824705940747,14.6680082098
2003-01-09,13.351450226688,,0.94329230235508,,11.447829401535,12.170265298702,23.693792119802477,91.80880850738924,14.486629613657
2003-01-10,13.576589653096,,0.94586258110809,,11.318451818069,12.109383531325,23.493060275674875,91.9800935978881,13.343155855366
2003-01-13,13.385562260992,,0.94007945391382,,11.502084517182,12.074376515083,23.046989510946872,89.92467251190178,13.72168509949
2003-01-14,13.583412059957,,0.93879431453731,,11.395661021105,11.961073971066,22.690132899164468,89.7105661487782,13.40624406272
2003-01-15,12.880704153289,,0.92722806014876,,11.299671201114,11.621166339016,22.5042700805278,87.4410386996683,12.933082507566
2003-01-16,12.744256016072,,0.93943688422556,,11.366446728064,12.003945203938,21.58982501283539,90.31006396552421,12.420490822815
2003-01-17,12.314444383838,,0.90602326043642,,11.322625288503,11.636477493613,21.567521474598994,89.41081724040518,12.854222248373
2003-01-21,12.068837736847,,0.9008827029304,,11.216201792426,11.762028961307,21.27014096478032,88.2974641521626,12.404718770976
2003-01-22,11.884632751604,,0.89188672729486,,11.389400815453,11.706908804758,20.876111789270585,87.14128979129529,12.349516589541
2003-01-23,11.8505207173,,0.91052124825419,,11.351839581544,11.722219959355,20.97276045496165,87.82643015329074,13.287953673932
2003-01-24,11.393419457623,,0.88674616978883,,11.550079427177,11.437432483854,20.601034817688316,77.89189490435683,13.106575077789
2003-01-27,11.072766335163,,0.90795096950118,,11.541732486308,11.318005477998,21.760818805981128,70.01278074140924,12.862108274292
2003-01-28,11.461643526232,,0.93686660547255,,11.877696856277,11.544610566032,22.29610372365473,73.48130382401116,12.940968533485
2003-01-29,11.461643526232,,0.93686660547255,,11.877696856277,11.544610566032,22.29610372365473,73.48130382401116,12.940968533485
2003-01-30,11.011364673415,,0.92015979357798,,11.977860146702,11.627290800855,21.604694038326326,75.15133345637506,12.775361989181
2003-01-31,11.243326506684,,0.92273007233099,,12.144798964078,11.673224264645,21.894640035399526,73.90951655025832,13.051372896354
2003-02-03,11.250148913545,,0.94200716297857,,11.998727498874,11.605855184419,22.11767541776353,74.6802994575032,12.854222248373
2003-02-04,11.120523183189,,0.93815174484906,,11.998727498874,11.391499020063,21.00249850594352,74.76594200275262,12.893652377969
2003-02-05,11.134167996911,,0.92851319952527,,12.138538758426,11.293507630643,20.63077286867018,73.90951655025832,12.917310455727
2003-02-06,8.3642708114047,,0.92722806014876,,12.048809144087,11.299632092482,20.59360030494285,73.18155491563816,12.609755444876
2003-02-07,7.8116558556757,,0.90923610887768,,11.806747858892,11.437432483854,20.57129676670645,71.76845291902256,11.915785163983
2003-02-10,8.0026832477796,,0.92208750264274,,11.89021726758,11.31188101616,21.285009990271256,73.0102698251393,12.065619656448
2003-02-11,8.2210002673268,,0.92208750264274,,11.850569298453,11.076089235368,20.742290559852183,74.08080164075717,12.144479915641
2003-02-12,8.4802517280392,,0.92465778139575,,11.440525828275,10.843359685496,20.586165792197384,73.22437618826288,11.553027971697
2003-02-13,8.4938965417609,,0.93429632671954,,11.229669421586,10.681061446769,20.29621979512418,71.8969167368967,11.584572075374
2003-02-14,8.5211861692043,,0.94264973266683,,11.06265444599,10.96584892227,20.749725072597652,71.51152528327427,12.041961578691
2003-02-18,8.6644567132822,,0.98120391396199,,11.334053781333,11.207765164901,20.995063993198052,72.62487837151686,12.617641470796
2003-02-19,8.5484757966477,,0.95421598705538,,11.350755278892,10.962786691351,21.009933018688987,71.68281037377312,12.617641470796
2003-02-20,8.5962326446737,,0.94907542954935,,11.482279572173,10.779052836189,20.66051091965205,71.72563164639784,12.302200434026
2003-02-21,9.1761372278461,,0.96385453237917,,11.651382234964,10.742306065156,21.061974607907253,76.60725672561537,12.341630563622
2003-02-24,8.8623065122469,,0.9471477204846,,11.465578074614,10.5279499008,20.60846933043378,78.36292890322869,11.963101319498
2003-02-25,8.9919322426031,,0.96513967175567,,11.663908358133,10.62594129022,20.653076406906585,82.81634125619907,12.483579030168
2003-02-26,8.7326807818907,,0.93172604796653,,11.576225495946,10.62594129022,19.94679769608724,82.07767430342273,12.302200434026
2003-02-27,8.9373529877163,,0.95485855674363,,11.555348623996,10.880106456528,20.496951639251783,82.12062442079763,11.829038878871
2003-02-28,9.0055770563248,,0.96449710206742,,11.482279572173,10.907666534802,20.601034817688316,85.47073357603935,12.097163760125
